pdb_id,resolution,year,binding_str,pK,has_protein,has_ligand,has_both
2hnx,1.5,2006,Kd=83nM,7.08,True,True,True
2d0k,1.9,2006,Kd=9.51uM,5.02,True,True,True
2cet,1.97,2006,Kd=9.6nM,8.02,True,True,True
2cc7,1.8,2006,Kd=9.88nM,8.01,True,True,True
2ha3,2.25,2006,Kd=930uM,3.03,True,True,True
2cf8,1.3,2006,Ki=0.008uM,8.1,True,True,True
2cf9,1.79,2006,Ki=0.015uM,7.82,True,True,True
2aoe,1.54,2006,Ki=0.024uM,7.62,True,True,True
2d1o,2.02,2006,Ki=0.02uM,7.7,True,True,True
2f7o,1.43,2006,Ki=0.036uM,7.44,True,True,True
2f81,1.25,2006,Ki=0.03nM,10.52,True,True,True
2i3h,1.62,2006,Ki=0.04uM,7.4,True,True,True
2i3i,2.3,2006,Ki=0.05uM,7.3,True,True,True
2bz6,1.6,2006,Ki=0.081uM,7.09,True,True,True
1zsf,1.98,2006,Ki=0.12nM,9.92,True,True,True
2d3u,2.0,2006,Ki=0.12uM,6.92,True,True,True
2b1i,2.02,2006,Ki=0.15uM,6.82,True,True,True
1z6e,1.8,2006,Ki=0.19nM,9.72,True,True,True
2b1g,2.1,2006,Ki=0.23uM,6.64,True,True,True
2d3z,1.8,2006,Ki=0.23uM,6.64,True,True,True
2f7p,1.28,2006,Ki=0.249uM,6.6,True,True,True
2fqo,1.87,2006,Ki=0.37uM,6.43,True,True,True
2g94,1.86,2006,Ki=0.3nM,9.52,True,True,True
2gvj,2.1,2006,Ki=0.3nM,9.52,True,True,True
2hoc,2.1,2006,Ki=0.3nM,9.52,True,True,True
2h4g,2.5,2006,Ki=0.3uM,6.52,True,True,True
2aqu,2.0,2006,Ki=0.48nM,9.32,True,True,True
2aog,1.1,2006,Ki=0.53uM,6.28,True,True,True
1zvx,1.87,2006,Ki=0.6nM,9.22,True,True,True
2fqt,1.79,2006,Ki=0.72uM,6.14,True,True,True
2ewb,1.85,2006,Ki=0.8uM,6.1,True,True,True
2idw,1.1,2006,Ki=1.3nM,8.89,True,True,True
2avo,1.1,2006,Ki=1.40nM,8.85,True,True,True
1ypg,1.8,2006,Ki=10nM,8.0,True,True,True
2fpz,2.0,2006,Ki=110uM,3.96,True,True,True
2e1w,2.5,2006,Ki=11nM,7.96,True,True,True
2gvv,1.73,2006,Ki=125uM,3.9,True,True,True
2aoc,1.3,2006,Ki=13.0uM,4.89,True,True,True
2gv7,2.2,2006,Ki=14nM,7.85,True,True,True
2j34,2.01,2006,Ki=15nM,7.82,True,True,True
2hb1,2.0,2006,Ki=160uM,3.8,True,True,True
2i19,2.28,2006,Ki=16nM,7.8,True,True,True
2am4,1.7,2006,Ki=190uM,3.72,True,True,True
2f94,1.94,2006,Ki=195nM,6.71,True,True,True
2fzc,2.1,2006,Ki=1990uM,2.7,True,True,True
2j4i,1.8,2006,Ki=1nM,9.0,True,True,True
2f8g,1.22,2006,Ki=2.0nM,8.7,True,True,True
2avm,1.1,2006,Ki=2.0uM,5.7,True,True,True
2aod,1.4,2006,Ki=2.17uM,5.66,True,True,True
2iuz,1.95,2006,Ki=2.8uM,5.55,True,True,True
2bvr,1.25,2006,Ki=200uM,3.7,True,True,True
2fx6,1.57,2006,Ki=200uM,3.7,True,True,True
2dw7,2.5,2006,Ki=20uM,4.7,True,True,True
2cn0,1.3,2006,Ki=22nM,7.66,True,True,True
2fzk,2.5,2006,Ki=250uM,3.6,True,True,True
2gsu,2.0,2006,Ki=260uM,3.59,True,True,True
2fdp,2.5,2006,Ki=26nM,7.59,True,True,True
2avs,1.1,2006,Ki=27.0nM,7.57,True,True,True
2f1g,1.9,2006,Ki=29nM,7.54,True,True,True
2b7d,2.24,2006,Ki=2nM,8.7,True,True,True
2f2h,1.95,2006,Ki=2uM,5.7,True,True,True
2ihq,2.0,2006,Ki=3.2nM,8.49,True,True,True
2h4k,2.3,2006,Ki=3.2uM,5.49,True,True,True
2hs1,0.84,2006,Ki=3.3nM,8.48,True,True,True
2j47,1.98,2006,Ki=3.9uM,5.41,True,True,True
1zfq,1.55,2006,Ki=30nM,7.52,True,True,True
2isw,1.75,2006,Ki=37nM,7.43,True,True,True
2boh,2.2,2006,Ki=3nM,8.52,True,True,True
2fvd,1.85,2006,Ki=3nM,8.52,True,True,True
2hzy,1.35,2006,Ki=41nM,7.39,True,True,True
2avq,1.3,2006,Ki=41uM,4.39,True,True,True
2fzg,2.25,2006,Ki=420uM,3.38,True,True,True
2gv6,2.1,2006,Ki=46nM,7.34,True,True,True
2j2u,1.9,2006,Ki=47nM,7.33,True,True,True
2i80,2.19,2006,Ki=4uM,5.4,True,True,True
2cbj,2.35,2006,Ki=5.4nM,8.27,True,True,True
1zge,1.65,2006,Ki=50nM,7.3,True,True,True
2ceq,2.14,2006,Ki=53nM,7.28,True,True,True
2f80,1.45,2006,Ki=6.6nM,8.18,True,True,True
2hnc,1.55,2006,Ki=60nM,7.22,True,True,True
2aj8,2.11,2006,Ki=638nM,6.2,True,True,True
1z9y,1.66,2006,Ki=65nM,7.19,True,True,True
2hxm,1.3,2006,Ki=6uM,5.22,True,True,True
1zs0,1.56,2006,Ki=700nM,6.15,True,True,True
1yp9,2.1,2006,Ki=7700nM,5.11,True,True,True
2d1n,2.37,2006,Ki=7nM,8.15,True,True,True
2bvs,1.4,2006,Ki=80uM,4.1,True,True,True
2f9k,2.06,2006,Ki=85.9nM,7.07,True,True,True
2bq7,2.2,2006,Ki=89nM,7.05,True,True,True
1ype,1.81,2006,Ki=8nM,8.1,True,True,True
1w7g,1.65,2006,Ki=8uM,5.1,True,True,True
1ypj,1.78,2006,Ki=95nM,7.02,True,True,True
2v7a,2.5,2007,Kd=0.005uM,8.3,True,True,True
2uxi,2.5,2007,Kd=0.05uM,7.3,True,True,True
2v8w,2.3,2007,Kd=0.15uM,6.82,True,True,True
2jdu,1.5,2007,Kd=0.19uM,6.72,True,True,True
2v00,1.55,2007,Kd=0.22mM,6.66,True,True,True
2jdp,1.3,2007,Kd=0.25uM,6.6,True,True,True
2py4,1.49,2007,Kd=0.2uM,6.7,True,True,True
2nn7,1.85,2007,Kd=0.3uM,6.52,True,True,True
2hkf,2.01,2007,Kd=0.42uM,6.38,True,True,True
2qpq,1.92,2007,Kd=0.43uM,6.37,True,True,True
2e27,1.7,2007,Kd=0.45nM,9.35,True,True,True
2e7f,2.2,2007,Kd=0.79uM,6.1,True,True,True
2fxs,2.0,2007,Kd=0.87uM,6.06,True,True,True
2nnd,1.6,2007,Kd=0.87uM,6.06,True,True,True
2nn1,1.65,2007,Kd=1.5uM,5.82,True,True,True
2qta,1.85,2007,Kd=1.75uM,5.76,True,True,True
2pgz,1.76,2007,Kd=1.8uM,5.74,True,True,True
2v25,1.49,2007,Kd=1.9uM,5.72,True,True,True
2r58,2.0,2007,Kd=10mM,5.0,True,True,True
2oiq,2.07,2007,Kd=10uM,5.0,True,True,True
2vhj,1.8,2007,Kd=125uM,3.9,True,True,True
2jg0,1.5,2007,Kd=15nM,7.82,True,True,True
2nsj,2.31,2007,Kd=16.3uM,4.79,True,True,True
2clk,1.5,2007,Kd=164uM,3.79,True,True,True
2qm9,2.31,2007,Kd=17nM,7.77,True,True,True
2i4z,2.25,2007,Kd=1978nM,5.7,True,True,True
2q8h,2.0,2007,Kd=1mM,6.0,True,True,True
2v3u,1.74,2007,Kd=1mM,6.0,True,True,True
2gh9,1.95,2007,Kd=1uM,6.0,True,True,True
2uyq,1.8,2007,Kd=2.1uM,5.68,True,True,True
2r5a,2.3,2007,Kd=2.5mM,5.6,True,True,True
2nmx,1.55,2007,Kd=2.7uM,5.57,True,True,True
2nsl,2.0,2007,Kd=20.9uM,4.68,True,True,True
2vba,1.36,2007,Kd=25uM,4.6,True,True,True
2vb8,1.52,2007,Kd=25uM,4.6,True,True,True
2hzl,1.4,2007,Kd=270nM,6.57,True,True,True
2cle,1.5,2007,Kd=280uM,3.55,True,True,True
3b50,1.4,2007,Kd=28nM,7.55,True,True,True
2uyn,1.6,2007,Kd=2mM,5.7,True,True,True
2r0z,2.1,2007,Kd=3.4uM,5.47,True,True,True
2jdm,1.7,2007,Kd=3.96uM,5.4,True,True,True
2ra6,1.5,2007,Kd=30uM,4.52,True,True,True
2ogy,2.3,2007,Kd=33.2uM,4.48,True,True,True
2uwd,1.9,2007,Kd=4.5nM,8.35,True,True,True
2gj5,2.4,2007,Kd=4.74nM,8.32,True,True,True
2hjb,1.85,2007,Kd=40.3uM,4.39,True,True,True
2p09,1.65,2007,Kd=450nM,6.35,True,True,True
2v95,1.93,2007,Kd=5.0nM,8.3,True,True,True
2e2r,1.6,2007,Kd=5.5nM,8.26,True,True,True
2oi2,2.5,2007,Kd=500nM,6.3,True,True,True
2cli,1.7,2007,Kd=50uM,4.3,True,True,True
2pql,2.2,2007,Kd=53nM,7.28,True,True,True
2q7q,1.6,2007,Kd=5uM,5.3,True,True,True
2i4j,2.1,2007,Kd=684.8nM,6.16,True,True,True
2i6b,2.3,2007,Kd=68nM,7.17,True,True,True
2pv1,1.3,2007,Kd=73nM,7.14,True,True,True
2jf4,2.2,2007,Kd=7nM,8.15,True,True,True
2v88,2.0,2007,Kd=82.1uM,4.09,True,True,True
2clh,1.7,2007,Kd=87.6uM,4.06,True,True,True
2e94,2.18,2007,Ki=0.01uM,8.0,True,True,True
2i2c,1.85,2007,Ki=0.02mM,7.7,True,True,True
2o4j,1.74,2007,Ki=0.08nM,10.1,True,True,True
2p16,2.3,2007,Ki=0.08nM,10.1,True,True,True
2e92,2.31,2007,Ki=0.13uM,6.89,True,True,True
2oxd,2.3,2007,Ki=0.15uM,6.82,True,True,True
2ot1,2.05,2007,Ki=0.1mM,7.0,True,True,True
2oxx,2.3,2007,Ki=0.20uM,6.7,True,True,True
2j4g,2.25,2007,Ki=0.25uM,6.6,True,True,True
2e91,2.14,2007,Ki=0.26uM,6.59,True,True,True
2pog,1.84,2007,Ki=0.29nM,9.54,True,True,True
2nt7,2.1,2007,Ki=0.30uM,6.52,True,True,True
2oxy,1.81,2007,Ki=0.30uM,6.52,True,True,True
2j27,1.15,2007,Ki=0.3mM,6.52,True,True,True
2p95,2.2,2007,Ki=0.43nM,9.37,True,True,True
2o4r,1.98,2007,Ki=0.4nM,9.4,True,True,True
3bgz,2.4,2007,Ki=0.55uM,6.26,True,True,True
2yxj,2.2,2007,Ki=0.5nM,9.3,True,True,True
2p2a,2.26,2007,Ki=0.75uM,6.12,True,True,True
2flr,2.35,2007,Ki=0.8uM,6.1,True,True,True
2q54,1.85,2007,Ki=0.98nM,9.01,True,True,True
2p4j,2.5,2007,Ki=1.1nM,8.96,True,True,True
2pu1,1.8,2007,Ki=1.4uM,5.85,True,True,True
2z94,1.78,2007,Ki=1.4uM,5.85,True,True,True
3b7i,1.75,2007,Ki=1.5uM,5.82,True,True,True
2uz9,2.3,2007,Ki=1.96uM,5.71,True,True,True
2qrl,1.6,2007,Ki=100uM,4.0,True,True,True
3b3c,1.46,2007,Ki=105uM,3.98,True,True,True
2hah,1.7,2007,Ki=10nM,8.0,True,True,True
3b92,2.0,2007,Ki=10nM,8.0,True,True,True
2oym,1.86,2007,Ki=10uM,5.0,True,True,True
2qe4,2.4,2007,Ki=11.0nM,7.96,True,True,True
2v3d,1.96,2007,Ki=116uM,3.94,True,True,True
2p3a,1.75,2007,Ki=11nM,7.96,True,True,True
3bgq,2.0,2007,Ki=11nM,7.96,True,True,True
2ovv,2.0,2007,Ki=12nM,7.92,True,True,True
2fle,1.9,2007,Ki=14nM,7.85,True,True,True
2uwp,1.75,2007,Ki=154nM,6.81,True,True,True
2ptz,1.65,2007,Ki=15nM,7.82,True,True,True
2pwg,2.2,2007,Ki=15uM,4.82,True,True,True
2nta,2.1,2007,Ki=16uM,4.8,True,True,True
2on6,2.5,2007,Ki=172nM,6.76,True,True,True
2jh6,2.21,2007,Ki=17nM,7.77,True,True,True
1vso,1.85,2007,Ki=18.98uM,4.72,True,True,True
2e2p,2.0,2007,Ki=18uM,4.74,True,True,True
2q55,1.9,2007,Ki=2.04nM,8.69,True,True,True
2oax,2.29,2007,Ki=2.232nM,8.65,True,True,True
2ojg,2.0,2007,Ki=2.3uM,5.64,True,True,True
2cej,2.5,2007,Ki=2.4nM,8.62,True,True,True
2jew,1.4,2007,Ki=206nM,6.69,True,True,True
2fu8,1.8,2007,Ki=20uM,4.7,True,True,True
2h15,1.9,2007,Ki=2135nM,5.67,True,True,True
2uy4,1.75,2007,Ki=21uM,4.68,True,True,True
2hl4,1.55,2007,Ki=23nM,7.64,True,True,True
2p3c,2.1,2007,Ki=24nM,7.62,True,True,True
2psu,1.93,2007,Ki=24nM,7.62,True,True,True
2ihj,2.0,2007,Ki=25.7uM,4.59,True,True,True
3b3x,2.5,2007,Ki=250uM,3.6,True,True,True
2o8h,1.8,2007,Ki=25nM,7.6,True,True,True
2jiw,1.95,2007,Ki=26uM,4.59,True,True,True
3b3s,1.18,2007,Ki=2800uM,2.55,True,True,True
2oi0,2.0,2007,Ki=28nM,7.55,True,True,True
2jh0,1.7,2007,Ki=2nM,8.7,True,True,True
2ojj,2.4,2007,Ki=2nM,8.7,True,True,True
2uwo,1.75,2007,Ki=2nM,8.7,True,True,True
2o0u,2.1,2007,Ki=3.2uM,5.49,True,True,True
2uy5,1.6,2007,Ki=3.2uM,5.49,True,True,True
2p3b,2.1,2007,Ki=3.3nM,8.48,True,True,True
2r5p,2.3,2007,Ki=3.3nM,8.48,True,True,True
2oag,2.3,2007,Ki=3.4nM,8.47,True,True,True
2hhn,1.55,2007,Ki=32nM,7.49,True,True,True
2r2w,2.01,2007,Ki=34uM,4.47,True,True,True
2p53,2.1,2007,Ki=35nM,7.46,True,True,True
2jh5,2.5,2007,Ki=367nM,6.44,True,True,True
2oxn,1.7,2007,Ki=36nM,7.44,True,True,True
2pou,1.6,2007,Ki=38nM,7.42,True,True,True
2oc2,2.25,2007,Ki=3nM,8.52,True,True,True
2qu6,2.1,2007,Ki=3nM,8.52,True,True,True
2nmz,0.97,2007,Ki=4.3nM,8.37,True,True,True
2gkl,1.86,2007,Ki=4.5uM,5.35,True,True,True
2pwd,1.8,2007,Ki=40uM,4.4,True,True,True
2j95,2.01,2007,Ki=4nM,8.4,True,True,True
2ovy,1.8,2007,Ki=4nM,8.4,True,True,True
2uwl,1.9,2007,Ki=4nM,8.4,True,True,True
2pbw,2.5,2007,Ki=5.56nM,8.25,True,True,True
2jfz,1.86,2007,Ki=5.8uM,5.24,True,True,True
2j94,2.1,2007,Ki=534nM,6.27,True,True,True
2qzr,1.95,2007,Ki=55nM,7.26,True,True,True
2qrk,1.75,2007,Ki=55uM,4.26,True,True,True
2o4z,2.1,2007,Ki=566nM,6.25,True,True,True
2psv,1.75,2007,Ki=58nM,7.24,True,True,True
2q38,1.95,2007,Ki=5950nM,5.23,True,True,True
2cen,1.7,2007,Ki=5nM,8.3,True,True,True
2jds,2.0,2007,Ki=6.3nM,8.2,True,True,True
2qdt,2.0,2007,Ki=6.5uM,5.19,True,True,True
2uy3,1.9,2007,Ki=600uM,3.22,True,True,True
2h6t,1.9,2007,Ki=60nM,7.22,True,True,True
2pow,1.75,2007,Ki=63nM,7.2,True,True,True
3b3w,1.75,2007,Ki=65uM,4.19,True,True,True
2v2q,2.3,2007,Ki=71.2uM,4.15,True,True,True
2pov,1.6,2007,Ki=75nM,7.12,True,True,True
2q1q,1.9,2007,Ki=7nM,8.15,True,True,True
2z1w,1.63,2007,Ki=83uM,4.08,True,True,True
2v2v,2.4,2007,Ki=85.8uM,4.07,True,True,True
2glp,2.42,2007,Ki=9.7uM,5.01,True,True,True
2q8m,2.05,2007,Ki=94uM,4.03,True,True,True
2q2a,1.79,2008,Kd=0.039uM,7.41,True,True,True
2vt3,2.0,2008,Kd=0.07mM,7.15,True,True,True
3exe,1.98,2008,Kd=0.11uM,6.96,True,True,True
3cow,1.8,2008,Kd=0.125uM,6.9,True,True,True
2vpn,1.55,2008,Kd=0.19uM,6.72,True,True,True
2jgs,1.9,2008,Kd=0.24uM,6.62,True,True,True
2vwc,2.4,2008,Kd=0.24uM,6.62,True,True,True
2qpu,1.7,2008,Kd=0.25mM,6.6,True,True,True
2p7z,2.5,2008,Kd=0.262uM,6.58,True,True,True
2p7g,2.1,2008,Kd=0.297uM,6.53,True,True,True
3d0b,1.74,2008,Kd=0.29uM,6.54,True,True,True
3bva,1.05,2008,Kd=0.30uM,6.52,True,True,True
3cj4,2.07,2008,Kd=0.31uM,6.51,True,True,True
2p3i,1.75,2008,Kd=0.33mM,6.48,True,True,True
3d2e,2.35,2008,Kd=0.38uM,6.42,True,True,True
3c2o,2.3,2008,Kd=0.45mM,6.35,True,True,True
3cj5,1.92,2008,Kd=0.46uM,6.34,True,True,True
2zb1,2.5,2008,Kd=0.48uM,6.32,True,True,True
2pvu,1.79,2008,Kd=0.49uM,6.31,True,True,True
2q89,2.3,2008,Kd=0.5uM,6.3,True,True,True
2vrj,1.9,2008,Kd=0.5uM,6.3,True,True,True
3ebl,1.9,2008,Kd=0.5uM,6.3,True,True,True
2qbu,2.1,2008,Kd=0.645uM,6.19,True,True,True
2p7a,2.3,2008,Kd=0.788uM,6.1,True,True,True
3c2r,2.4,2008,Kd=0.78mM,6.11,True,True,True
2vmd,1.9,2008,Kd=0.95mM,6.02,True,True,True
3coy,2.03,2008,Kd=0.96uM,6.02,True,True,True
3ckb,2.3,2008,Kd=1.04mM,5.98,True,True,True
2rcn,2.25,2008,Kd=1.0uM,6.0,True,True,True
2vmc,1.9,2008,Kd=1.15mM,5.94,True,True,True
3eeb,2.1,2008,Kd=1.3uM,5.89,True,True,True
3e5u,1.83,2008,Kd=1.4uM,5.85,True,True,True
2q88,1.9,2008,Kd=1.6uM,5.8,True,True,True
2vyt,1.9,2008,Kd=1.84mM,5.74,True,True,True
2pqc,1.6,2008,Kd=1.8uM,5.74,True,True,True
3c2f,2.35,2008,Kd=10.1mM,5.0,True,True,True
3bxg,1.8,2008,Kd=10.98uM,4.96,True,True,True
3bbb,1.3,2008,Kd=100nM,7.0,True,True,True
2rin,1.8,2008,Kd=100uM,4.0,True,True,True
3c39,1.85,2008,Kd=109uM,3.96,True,True,True
2vpe,1.7,2008,Kd=11.4uM,4.94,True,True,True
2vo4,1.75,2008,Kd=11.6uM,4.94,True,True,True
3cd5,2.39,2008,Kd=12.7nM,7.9,True,True,True
2vuk,1.5,2008,Kd=125uM,3.9,True,True,True
3exh,2.44,2008,Kd=13.1uM,4.88,True,True,True
3ccw,2.1,2008,Kd=13.5nM,7.87,True,True,True
3cd7,2.05,2008,Kd=14.3nM,7.84,True,True,True
2vmf,2.1,2008,Kd=1400nM,5.85,True,True,True
3c84,1.94,2008,Kd=14nM,7.85,True,True,True
3cj2,1.75,2008,Kd=14uM,4.85,True,True,True
2pym,1.9,2008,Kd=150nM,6.82,True,True,True
2rcb,1.62,2008,Kd=163nM,6.79,True,True,True
2r23,1.65,2008,Kd=190uM,3.72,True,True,True
2vfk,1.5,2008,Kd=194uM,3.71,True,True,True
3f17,1.1,2008,Kd=2.36nM,8.63,True,True,True
2reg,1.9,2008,Kd=2.3uM,5.64,True,True,True
3bex,1.51,2008,Kd=2.7uM,5.57,True,True,True
3coz,2.0,2008,Kd=2.7uM,5.57,True,True,True
3bxf,1.7,2008,Kd=2.87uM,5.54,True,True,True
2rio,2.4,2008,Kd=20.4uM,4.69,True,True,True
3bra,2.3,2008,Kd=2000uM,2.7,True,True,True
3f3e,1.8,2008,Kd=20nM,7.7,True,True,True
3f8c,2.2,2008,Kd=21nM,7.68,True,True,True
3fat,1.9,2008,Kd=22.8nM,7.64,True,True,True
3ery,1.95,2008,Kd=2200nM,5.66,True,True,True
3buh,2.3,2008,Kd=220uM,3.66,True,True,True
3f8f,2.2,2008,Kd=236nM,6.63,True,True,True
2pyy,2.1,2008,Kd=25uM,4.6,True,True,True
3d7k,2.49,2008,Kd=25uM,4.6,True,True,True
3cda,2.07,2008,Kd=26.3nM,7.58,True,True,True
3cd0,2.4,2008,Kd=26.9nM,7.57,True,True,True
3cct,2.12,2008,Kd=27.4nM,7.56,True,True,True
2pyn,1.85,2008,Kd=27nM,7.57,True,True,True
3b2q,2.1,2008,Kd=28uM,4.55,True,True,True
3brn,2.0,2008,Kd=2nM,8.7,True,True,True
3c4h,2.1,2008,Kd=2uM,5.7,True,True,True
2q64,2.5,2008,Kd=3.0nM,8.52,True,True,True
3bvb,1.3,2008,Kd=3.2uM,5.49,True,True,True
3bxe,1.8,2008,Kd=3.34uM,5.48,True,True,True
2zkj,2.0,2008,Kd=3.3uM,5.48,True,True,True
2vc9,2.36,2008,Kd=3.6nM,8.44,True,True,True
2vpo,1.8,2008,Kd=3.8uM,5.42,True,True,True
3bzf,2.5,2008,Kd=30uM,4.52,True,True,True
2r0h,1.9,2008,Kd=310uM,3.51,True,True,True
2r1y,1.6,2008,Kd=31uM,4.51,True,True,True
2qtn,2.4,2008,Kd=382uM,3.42,True,True,True
2zdm,1.93,2008,Kd=386nM,6.41,True,True,True
3f18,1.13,2008,Kd=39.5nM,7.4,True,True,True
2vw5,1.9,2008,Kd=3nM,8.52,True,True,True
3b4p,1.7,2008,Kd=4.0uM,5.4,True,True,True
3f6e,1.34,2008,Kd=4.14mM,5.38,True,True,True
2zdl,1.8,2008,Kd=402nM,6.4,True,True,True
2zdk,1.67,2008,Kd=428nM,6.37,True,True,True
3dp4,2.11,2008,Kd=43nM,7.37,True,True,True
3bbf,1.7,2008,Kd=5.2uM,5.28,True,True,True
3f16,1.16,2008,Kd=5.91nM,8.23,True,True,True
2vvn,1.85,2008,Kd=50nM,7.3,True,True,True
3ccz,1.7,2008,Kd=51.7nM,7.29,True,True,True
3f48,1.9,2008,Kd=512nM,6.29,True,True,True
2zdn,1.98,2008,Kd=562nM,6.25,True,True,True
2qbw,1.8,2008,Kd=56nM,7.25,True,True,True
3f80,1.6,2008,Kd=60uM,4.22,True,True,True
3f1a,1.25,2008,Kd=61.1nM,7.21,True,True,True
2pqb,1.8,2008,Kd=63nM,7.2,True,True,True
3c79,2.48,2008,Kd=63nM,7.2,True,True,True
3f19,1.13,2008,Kd=65.1nM,7.19,True,True,True
3bug,2.5,2008,Kd=660uM,3.18,True,True,True
2q63,2.2,2008,Kd=66nM,7.18,True,True,True
3f3d,2.3,2008,Kd=69nM,7.16,True,True,True
3bu1,1.4,2008,Kd=7.1nM,8.15,True,True,True
3f15,1.7,2008,Kd=7.88nM,8.1,True,True,True
2r75,1.4,2008,Kd=714nM,6.15,True,True,True
3buf,2.3,2008,Kd=800uM,3.1,True,True,True
3bxh,1.85,2008,Kd=94.34uM,4.03,True,True,True
3cdb,2.3,2008,Kd=95.7nM,7.02,True,True,True
2qbp,2.5,2008,Ki=0.004uM,8.4,True,True,True
3c56,2.3,2008,Ki=0.013uM,7.89,True,True,True
2qi5,1.85,2008,Ki=0.014nM,10.85,True,True,True
2qi6,1.85,2008,Ki=0.027nM,10.57,True,True,True
2qi4,1.8,2008,Ki=0.036nM,10.44,True,True,True
2qbq,2.1,2008,Ki=0.036uM,7.44,True,True,True
2r38,1.81,2008,Ki=0.036uM,7.44,True,True,True
3ekr,2.0,2008,Ki=0.03uM,7.52,True,True,True
3c52,2.3,2008,Ki=0.05uM,7.3,True,True,True
2qi7,1.85,2008,Ki=0.062nM,10.21,True,True,True
2qi3,1.95,2008,Ki=0.063nM,10.2,True,True,True
2qnn,1.48,2008,Ki=0.07uM,7.15,True,True,True
2r3w,1.92,2008,Ki=0.128uM,6.89,True,True,True
2vnp,2.19,2008,Ki=0.12nM,9.92,True,True,True
2rfh,1.7,2008,Ki=0.15uM,6.82,True,True,True
2zq0,1.6,2008,Ki=0.15uM,6.82,True,True,True
2v2h,1.18,2008,Ki=0.17mM,6.77,True,True,True
2qbs,2.1,2008,Ki=0.21uM,6.68,True,True,True
2za0,1.7,2008,Ki=0.23uM,6.64,True,True,True
2pwr,1.5,2008,Ki=0.26uM,6.59,True,True,True
2pvh,2.2,2008,Ki=0.26uM,6.59,True,True,True
2z4o,1.6,2008,Ki=0.27nM,9.57,True,True,True
2pwc,1.78,2008,Ki=0.27uM,6.57,True,True,True
2vh6,1.95,2008,Ki=0.2nM,9.7,True,True,True
3eko,1.55,2008,Ki=0.2uM,6.7,True,True,True
2p4s,2.2,2008,Ki=0.31nM,9.51,True,True,True
2pvm,2.0,2008,Ki=0.36uM,6.44,True,True,True
2v2c,1.89,2008,Ki=0.39mM,6.41,True,True,True
2qnp,1.41,2008,Ki=0.39uM,6.41,True,True,True
2vw1,2.39,2008,Ki=0.3mM,6.52,True,True,True
3ckp,2.3,2008,Ki=0.449uM,6.35,True,True,True
2qbr,2.3,2008,Ki=0.47uM,6.33,True,True,True
2w26,2.08,2008,Ki=0.4nM,9.4,True,True,True
3b65,1.8,2008,Ki=0.54nM,9.27,True,True,True
2vw2,1.7,2008,Ki=0.5mM,6.3,True,True,True
3bkl,2.18,2008,Ki=0.679uM,6.17,True,True,True
2ri9,1.95,2008,Ki=0.6mM,6.22,True,True,True
2qnq,2.3,2008,Ki=0.77uM,6.11,True,True,True
2qmg,1.89,2008,Ki=0.7nM,9.15,True,True,True
3d91,2.2,2008,Ki=0.7nM,9.15,True,True,True
2qd7,1.11,2008,Ki=0.80nM,9.1,True,True,True
2rkf,1.8,2008,Ki=0.83nM,9.08,True,True,True
3bkk,2.17,2008,Ki=0.83uM,6.08,True,True,True
2qd8,1.35,2008,Ki=0.85nM,9.07,True,True,True
3cke,2.4,2008,Ki=0.8uM,6.1,True,True,True
3bgb,1.9,2008,Ki=0.9uM,6.05,True,True,True
2vqt,2.1,2008,Ki=1.0uM,6.0,True,True,True
3c2u,1.3,2008,Ki=1.25mM,5.9,True,True,True
3b67,1.9,2008,Ki=1.4nM,8.85,True,True,True
3e93,2.0,2008,Ki=1.4nM,8.85,True,True,True
2r3t,1.8,2008,Ki=1.4uM,5.85,True,True,True
2zcq,2.38,2008,Ki=1.5nM,8.82,True,True,True
3d1z,1.3,2008,Ki=1.6nM,8.8,True,True,True
3b5r,1.8,2008,Ki=1.7nM,8.77,True,True,True
3bqc,1.5,2008,Ki=1.85uM,5.73,True,True,True
2vkm,2.05,2008,Ki=1.8nM,8.74,True,True,True
2rkd,1.9,2008,Ki=1.9mM,5.72,True,True,True
3ckz,1.9,2008,Ki=1.9nM,8.72,True,True,True
2qg0,1.85,2008,Ki=1.9uM,5.72,True,True,True
3cyx,1.2,2008,Ki=10nM,8.0,True,True,True
3e92,2.0,2008,Ki=10nM,8.0,True,True,True
2vjx,1.85,2008,Ki=11uM,4.96,True,True,True
3cf8,2.4,2008,Ki=12.7uM,4.9,True,True,True
2uy0,1.76,2008,Ki=120nM,6.92,True,True,True
3bl0,1.9,2008,Ki=121nM,6.92,True,True,True
2qw1,1.7,2008,Ki=125uM,3.9,True,True,True
3d7z,2.1,2008,Ki=12nM,7.92,True,True,True
2zcr,1.92,2008,Ki=135nM,6.87,True,True,True
2zn7,2.1,2008,Ki=13nM,7.89,True,True,True
2vo5,2.3,2008,Ki=13uM,4.89,True,True,True
3d4z,1.39,2008,Ki=13uM,4.89,True,True,True
3ewj,1.8,2008,Ki=143nM,6.84,True,True,True
3dd8,1.9,2008,Ki=14nM,7.85,True,True,True
2r9x,1.9,2008,Ki=14uM,4.85,True,True,True
2ra0,2.3,2008,Ki=15.9nM,7.8,True,True,True
3c88,1.6,2008,Ki=157nM,6.8,True,True,True
3czv,2.0,2008,Ki=16nM,7.8,True,True,True
3fas,1.4,2008,Ki=171nM,6.77,True,True,True
3cyw,1.4,2008,Ki=17nM,7.77,True,True,True
3d50,1.79,2008,Ki=17uM,4.77,True,True,True
