pdb_id,resolution,year,binding_str,pK,has_protein,has_ligand,has_both
3s71,1.25,2011,Kd=2.3nM,8.64,True,True,True
6ezq,2.39,2017,Kd=22uM,4.66,True,True,True
4q9y,1.55,2015,Ki=2.1uM,5.68,True,True,True
3u6i,2.1,2012,Ki=1nM,9.0,True,True,True
2y82,2.2,2011,Ki=4nM,8.4,True,True,True
4ogj,1.65,2014,Kd=164nM,6.79,True,True,True
5vh0,2.06,2018,Kd=30uM,4.52,True,True,True
4qfp,1.9,2015,Kd=58.6uM,4.23,True,True,True
3ng4,1.73,2010,Kd=3.7uM,5.43,True,True,True
4fm7,1.56,2012,Kd=57nM,7.24,True,True,True
1ajn,2.36,1997,Ki=2.32mM,5.63,True,True,True
4bt3,1.1,2013,Ki=0.76mM,6.12,True,True,True
3hp9,1.6,2010,Ki=26uM,4.59,True,True,True
3nxq,1.99,2010,Ki=7nM,8.15,True,True,True
4u6z,1.8,2015,Ki=3.9uM,5.41,True,True,True
3pb7,1.4,2011,Ki=1.817uM,5.74,True,True,True
2ra0,2.3,2008,Ki=15.9nM,7.8,True,True,True
6f20,2.0,2018,Kd=49.5uM,4.31,True,True,True
5fng,2.05,2016,Kd=1105uM,2.96,True,True,True
2dri,1.6,1995,Kd=0.13uM,6.89,True,True,True
2xhm,1.96,2010,Ki=0.16uM,6.8,True,True,True
4u5o,2.0,2015,Kd=3.8mM,5.42,True,True,True
4je8,2.4,2014,Kd=6100nM,5.21,True,True,True
1w5x,1.9,2004,Ki=4.0nM,8.4,True,True,True
5l9i,1.9,2016,Kd=99nM,7.0,True,True,True
4gkh,1.86,2012,Ki=21.5uM,4.67,True,True,True
3npc,2.35,2010,Kd=4.6nM,8.34,True,True,True
5ehv,1.21,2016,Kd=826uM,3.08,True,True,True
4knm,1.9,2013,Kd=10.0nM,8.0,True,True,True
3n3j,1.5,2011,Ki=3.3nM,8.48,True,True,True
4q87,1.55,2015,Ki=14uM,4.85,True,True,True
5vd2,2.05,2017,Kd=78.7nM,7.1,True,True,True
4q90,1.54,2015,Ki=7.0mM,5.15,True,True,True
2wly,2.4,2010,Ki=0.25uM,6.6,True,True,True
2pqz,1.55,2008,Ki=2.15uM,5.67,True,True,True
1x8d,1.8,2005,Kd=6.16mM,5.21,True,True,True
1o3f,1.55,2003,Ki=0.011uM,7.96,True,True,True
2brm,2.2,2005,Ki=1.3uM,5.89,True,True,True
5l8c,2.01,2018,Ki=100nM,7.0,True,True,True
3q6z,2.23,2011,Kd=192uM,3.72,True,True,True
4e9u,2.1,2012,Ki=1.5uM,5.82,True,True,True
5er2,1.8,1991,Ki=0.27uM,6.57,True,True,True
2xef,1.59,2010,Ki=0.145nM,9.84,True,True,True
6cdo,2.1,2018,Kd=1.06nM,8.97,True,True,True
6udt,1.5,2019,Ki=0.1nM,10.0,True,True,True
5msb,1.3,2018,Kd=35nM,7.46,True,True,True
4lrr,2.41,2013,Ki=6uM,5.22,True,True,True
3n9r,1.8,2010,Ki=70nM,7.15,True,True,True
2al5,1.65,2005,Ki=4nM,8.4,True,True,True
3o7u,1.71,2011,Ki=52nM,7.28,True,True,True
3d8w,1.7,2009,Ki=7.0nM,8.15,True,True,True
2yge,1.96,2011,Kd=8.62uM,5.06,True,True,True
5g45,2.07,2016,Kd=500uM,3.3,True,True,True
4urz,2.24,2015,Kd=3.0mM,5.52,True,True,True
4io6,1.6,2013,Kd=15.1uM,4.82,True,True,True
6e7r,2.1,2019,Kd=147nM,6.83,True,True,True
5d3j,1.7,2016,Kd=5.7uM,5.24,True,True,True
1hsl,1.89,1994,Kd=0.064uM,7.19,True,True,True
1ndw,2.0,2003,Ki=5900nM,5.23,True,True,True
6qgg,1.5,2019,Ki=0.5uM,6.3,True,True,True
1m2p,2.0,2003,Ki=0.78uM,6.11,True,True,True
6nfy,2.17,2019,Kd=16nM,7.8,True,True,True
1bzy,2.0,1999,Kd=4.6nM,8.34,True,True,True
5zg1,1.32,2019,Ki=0.019uM,7.72,True,True,True
4w9k,2.1,2014,Kd=0.291uM,6.54,True,True,True
4dkq,1.89,2012,Kd=0.25uM,6.6,True,True,True
5oaj,2.47,2018,Kd=275nM,6.56,True,True,True
2i19,2.28,2006,Ki=16nM,7.8,True,True,True
4mn3,1.54,2014,Kd=1.77uM,5.75,True,True,True
4jyb,2.1,2013,Kd=0.11uM,6.96,True,True,True
3u8n,2.35,2011,Ki=0.067nM,10.17,True,True,True
3lvw,2.5,2010,Ki=2.12mM,5.67,True,True,True
3dx4,1.38,2009,Ki=76nM,7.12,True,True,True
3g1d,1.5,2009,Ki=330uM,3.48,True,True,True
1lhu,1.8,2002,Kd=1.48nM,8.83,True,True,True
3ikg,1.86,2009,Ki=0.057uM,7.24,True,True,True
3f16,1.16,2008,Kd=5.91nM,8.23,True,True,True
3ml5,2.05,2011,Ki=3.0nM,8.52,True,True,True
4en4,2.15,2012,Ki=3uM,5.52,True,True,True
2fvd,1.85,2006,Ki=3nM,8.52,True,True,True
5fnu,1.78,2016,Kd=0.0013uM,8.89,True,True,True
1vfn,2.15,1997,Ki=2.5uM,5.6,True,True,True
1k1y,2.4,2003,Ki=0.6mM,6.22,True,True,True
4qfn,2.3,2015,Kd=76uM,4.12,True,True,True
4kxn,1.9,2014,Kd=0.8uM,6.1,True,True,True
3dgo,2.5,2009,Kd=180nM,6.74,True,True,True
5ny1,1.1,2018,Ki=366.7nM,6.44,True,True,True
1ejn,1.8,2000,Ki=2.4uM,5.62,True,True,True
2h6t,1.9,2007,Ki=60nM,7.22,True,True,True
6e1z,1.1,2019,Kd=150uM,3.82,True,True,True
5voj,1.8,2017,Ki=3.6nM,8.44,True,True,True
1ogd,1.95,2003,Kd=0.93mM,6.03,True,True,True
4mme,2.5,2013,Kd=318nM,6.5,True,True,True
6jad,1.9,2019,Kd=48.3uM,4.32,True,True,True
3gvu,2.05,2009,Kd=10nM,8.0,True,True,True
4m2r,1.99,2013,Ki=3.2nM,8.49,True,True,True
5lif,1.31,2016,Kd=1.34uM,5.87,True,True,True
3pb9,1.12,2011,Ki=0.262uM,6.58,True,True,True
6pgb,1.73,2019,Kd=25uM,4.6,True,True,True
5vcw,2.25,2017,Kd=1105nM,5.96,True,True,True
6gjm,1.35,2018,Kd=266uM,3.58,True,True,True
6o48,1.46,2019,Ki=75nM,7.12,True,True,True
5g61,2.4,2017,Kd=0.4uM,6.4,True,True,True
1t31,1.9,2005,Ki=2.3nM,8.64,True,True,True
4e3g,1.55,2012,Ki=10.6uM,4.97,True,True,True
6a87,2.41,2019,Kd=0.7mM,6.15,True,True,True
1k1m,2.2,2001,Kd=40nM,7.4,True,True,True
5uc4,2.05,2018,Kd=0.35uM,6.46,True,True,True
3vfb,1.55,2012,Ki=0.92nM,9.04,True,True,True
3k4q,2.2,2010,Ki=4.6uM,5.34,True,True,True
4xy8,1.7,2015,Kd=397nM,6.4,True,True,True
2yaz,2.4,2011,Kd=7.3uM,5.14,True,True,True
3ucj,1.85,2011,Ki=1uM,6.0,True,True,True
5exn,1.49,2016,Ki=23nM,7.64,True,True,True
6aro,1.2,2018,Kd=7.1uM,5.15,True,True,True
3qxv,2.5,2011,Kd=4nM,8.4,True,True,True
4dmw,2.5,2012,Kd=11.4uM,4.94,True,True,True
6equ,1.65,2017,Ki=419nM,6.38,True,True,True
1ghw,1.75,2002,Ki=63uM,4.2,True,True,True
5ad1,1.32,2016,Kd=58nM,7.24,True,True,True
3q7q,2.3,2011,Kd=2256nM,5.65,True,True,True
6g5u,1.7,2019,Kd=395nM,6.4,True,True,True
2pu1,1.8,2007,Ki=1.4uM,5.85,True,True,True
6ets,1.33,2019,Kd=2.3uM,5.64,True,True,True
4qj0,1.55,2015,Kd=48nM,7.32,True,True,True
2qnp,1.41,2008,Ki=0.39uM,6.41,True,True,True
3ejr,1.27,2009,Ki=2.7nM,8.57,True,True,True
2sim,1.6,1994,Ki=0.38mM,6.42,True,True,True
4r0a,1.9,2015,Kd=55uM,4.26,True,True,True
2bak,2.2,2005,Kd=37nM,7.43,True,True,True
2vwn,1.61,2009,Ki=10nM,8.0,True,True,True
5tpx,2.1,2017,Kd=280nM,6.55,True,True,True
6hgg,1.79,2019,Kd=3.8uM,5.42,True,True,True
1a4k,2.4,1998,Kd=0.01uM,8.0,True,True,True
6csp,1.24,2018,Kd=3nM,8.52,True,True,True
6i13,1.79,2019,Kd=7.6uM,5.12,True,True,True
1y20,1.4,2005,Ki=4.8uM,5.32,True,True,True
2fzg,2.25,2006,Ki=420uM,3.38,True,True,True
6t1i,1.8,2019,Kd=5.5uM,5.26,True,True,True
4tpw,1.5,2014,Kd=20.5uM,4.69,True,True,True
2weg,1.1,2009,Kd=314nM,6.5,True,True,True
4f9y,1.85,2013,Kd=184nM,6.74,True,True,True
2r2m,2.1,2008,Ki=47.1nM,7.33,True,True,True
5mn1,0.79,2017,Kd=3.3mM,5.48,True,True,True
4m2u,2.0,2013,Ki=9.1nM,8.04,True,True,True
2i6b,2.3,2007,Kd=68nM,7.17,True,True,True
1pvn,2.0,2003,Ki=0.15nM,9.82,True,True,True
4oak,2.0,2014,Ki=59.7uM,4.22,True,True,True
1w4p,1.69,2005,Ki=18uM,4.74,True,True,True
5nzn,1.73,2018,Ki=220000nM,3.66,True,True,True
6u6w,1.2,2019,Kd=4.71uM,5.33,True,True,True
4ufm,2.4,2015,Ki=190uM,3.72,True,True,True
1eb2,2.0,2002,Ki=980nM,6.01,True,True,True
2xxt,1.9,2011,Kd=9.0nM,8.05,True,True,True
1y3p,2.0,2005,Kd=15uM,4.82,True,True,True
5x74,2.25,2017,Kd=2.3nM,8.64,True,True,True
4gqq,1.35,2012,Ki=1.3mM,5.89,True,True,True
5za8,1.9,2018,Ki=508nM,6.29,True,True,True
1jvu,1.78,2002,Ki=7uM,5.15,True,True,True
2wq5,1.65,2010,Kd=180uM,3.74,True,True,True
4bs0,1.09,2013,Ki=2uM,5.7,True,True,True
4owv,1.9,2014,Ki=45uM,4.35,True,True,True
6j0g,1.6,2019,Kd=2.3uM,5.64,True,True,True
4f0c,1.9,2013,Kd=0.54uM,6.27,True,True,True
3p8z,1.7,2010,Ki=0.82uM,6.09,True,True,True
4ury,2.47,2015,Kd=6.0mM,5.22,True,True,True
5ia2,1.62,2016,Kd=19nM,7.72,True,True,True
3hf8,1.85,2010,Ki=0.31uM,6.51,True,True,True
5ii2,2.1,2016,Kd=12.9uM,4.89,True,True,True
5oh7,1.85,2018,Ki=43uM,4.37,True,True,True
3zt3,1.95,2012,Kd=1375uM,2.86,True,True,True
4dko,1.98,2012,Kd=0.3uM,6.52,True,True,True
6q60,1.55,2019,Ki=1.97uM,5.71,True,True,True
4cr9,1.7,2015,Ki=80uM,4.1,True,True,True
5fut,1.6,2016,Kd=352nM,6.45,True,True,True
1g98,1.9,2001,Ki=2uM,5.7,True,True,True
3mna,1.5,2011,Ki=41nM,7.39,True,True,True
4unp,2.3,2015,Kd=590uM,3.23,True,True,True
6g14,1.8,2018,Kd=3.26uM,5.49,True,True,True
2xxx,2.1,2011,Ki=390nM,6.41,True,True,True
3m40,1.6,2010,Kd=0.17uM,6.77,True,True,True
6n7a,1.33,2019,Ki=4.3nM,8.37,True,True,True
2qwc,1.6,1998,Ki=280uM,3.55,True,True,True
1om1,1.68,2004,Ki=0.17uM,6.77,True,True,True
1gyy,1.35,2002,Ki=230uM,3.64,True,True,True
1fkg,2.0,1994,Ki=10nM,8.0,True,True,True
5een,1.86,2016,Ki=1.1nM,8.96,True,True,True
1ajq,2.05,1997,Ki=0.049mM,7.31,True,True,True
1f0u,1.9,2000,Ki=69nM,7.16,True,True,True
1nfy,2.1,2003,Ki=1.3nM,8.89,True,True,True
4zek,2.09,2015,Kd=2.2uM,5.66,True,True,True
5nxi,1.16,2018,Ki=217.4nM,6.66,True,True,True
1hvr,1.8,1995,Ki=0.31nM,9.51,True,True,True
5umy,1.78,2018,Kd=108nM,6.97,True,True,True
4tmn,1.7,1989,Ki=0.068nM,10.17,True,True,True
3ai8,2.11,2011,Ki=154.4uM,3.81,True,True,True
2j2u,1.9,2006,Ki=47nM,7.33,True,True,True
6evn,1.48,2018,Kd=19.7uM,4.71,True,True,True
4knj,2.0,2013,Kd=11.1nM,7.95,True,True,True
1fkf,1.7,1991,Kd=0.4nM,9.4,True,True,True
4oiv,1.7,2015,Kd=8.29uM,5.08,True,True,True
4ea2,2.05,2012,Ki=0.36uM,6.44,True,True,True
3lk8,1.8,2010,Kd=19.7nM,7.71,True,True,True
2oxn,1.7,2007,Ki=36nM,7.44,True,True,True
1zsf,1.98,2006,Ki=0.12nM,9.92,True,True,True
4d4d,1.4,2015,Kd=1.1uM,5.96,True,True,True
5hz9,2.3,2016,Ki=0.093uM,7.03,True,True,True
3dx2,1.4,2009,Ki=150nM,6.82,True,True,True
1o0f,1.5,2003,Ki=5uM,5.3,True,True,True
4dy6,2.2,2012,Kd=0.04mM,7.4,True,True,True
4elf,2.3,2013,Ki=9.4nM,8.03,True,True,True
6d1h,1.25,2019,Ki=190.2uM,3.72,True,True,True
1yp9,2.1,2006,Ki=7700nM,5.11,True,True,True
4xtv,1.45,2015,Kd=0.54nM,9.27,True,True,True
4ivd,1.93,2013,Ki=0.3nM,9.52,True,True,True
4xu0,1.6,2015,Kd=0.769nM,9.11,True,True,True
5za9,1.62,2018,Ki=183nM,6.74,True,True,True
1k1i,2.2,2001,Kd=264nM,6.58,True,True,True
4cp5,2.32,2015,Kd=452uM,3.34,True,True,True
5xg5,1.54,2017,Kd=0.33mM,6.48,True,True,True
1mrn,2.45,2003,Ki=30uM,4.52,True,True,True
5e2o,2.08,2015,Ki=2.0nM,8.7,True,True,True
5nk8,1.76,2017,Kd=229nM,6.64,True,True,True
3wtm,2.48,2015,Kd=0.100uM,7.0,True,True,True
4ban,1.87,2013,Ki=2.43nM,8.61,True,True,True
1l83,1.7,1993,Kd=0.40mM,6.4,True,True,True
5n24,1.5,2017,Ki=1.2nM,8.92,True,True,True
3nu3,1.02,2010,Ki=0.15nM,9.82,True,True,True
4rqk,1.55,2014,Kd=1.5uM,5.82,True,True,True
3zze,1.87,2011,Ki=1.3nM,8.89,True,True,True
4d7b,1.15,2016,Kd=21nM,7.68,True,True,True
3veh,2.0,2012,Ki=11uM,4.96,True,True,True
3qdd,1.79,2012,Ki=1.7nM,8.77,True,True,True
3le9,1.85,2010,Ki=6nM,8.22,True,True,True
5c8n,2.4,2015,Ki=28nM,7.55,True,True,True
4q93,2.1,2014,Ki=22.3uM,4.65,True,True,True
5e2p,2.11,2015,Ki=1.6nM,8.8,True,True,True
6i5g,2.0,2019,Ki=13.03uM,4.89,True,True,True
3ppq,1.91,2011,Kd=28uM,4.55,True,True,True
6mg5,1.8,2019,Kd=20.3uM,4.69,True,True,True
2hnc,1.55,2006,Ki=60nM,7.22,True,True,True
6hke,2.11,2018,Kd=21nM,7.68,True,True,True
4abd,1.25,2012,Kd=40uM,4.4,True,True,True
2wlz,1.82,2010,Ki=25uM,4.6,True,True,True
4ciw,2.2,2014,Ki=15.0uM,4.82,True,True,True
4fxp,1.95,2012,Kd=80.4uM,4.09,True,True,True
4kp8,1.8,2013,Kd=3330nM,5.48,True,True,True
3rwp,1.92,2011,Ki=0.6nM,9.22,True,True,True
2j7h,1.95,2006,Kd=65nM,7.19,True,True,True
5fe9,2.35,2016,Kd=20.98uM,4.68,True,True,True
1zfq,1.55,2006,Ki=30nM,7.52,True,True,True
2xj1,2.13,2011,Kd=28nM,7.55,True,True,True
3iss,2.5,2009,Ki=0.9uM,6.05,True,True,True
4x48,1.89,2015,Ki=170nM,6.77,True,True,True
4q19,2.09,2014,Ki=8.9nM,8.05,True,True,True
4hdf,1.29,2013,Ki=3.2nM,8.49,True,True,True
5vo1,2.45,2017,Ki=0.007uM,8.15,True,True,True
4gr0,1.5,2013,Ki=0.28nM,9.55,True,True,True
3cfn,1.87,2009,Kd=10uM,5.0,True,True,True
6g6t,1.12,2019,Kd=20nM,7.7,True,True,True
4wov,1.8,2015,Ki=72nM,7.14,True,True,True
1usi,1.8,2003,Kd=0.18uM,6.74,True,True,True
1f74,1.6,2000,Ki=0.9mM,6.05,True,True,True
6dj2,1.36,2018,Ki=7.6nM,8.12,True,True,True
2wgj,2.0,2009,Ki=0.002uM,8.7,True,True,True
3suv,1.6,2012,Ki=28uM,4.55,True,True,True
4w97,1.6,2014,Kd=0.08uM,7.1,True,True,True
5wyx,2.4,2017,Kd=0.22uM,6.66,True,True,True
5dit,2.25,2015,Ki=0.7uM,6.15,True,True,True
4ibj,1.54,2014,Kd=47.0uM,4.33,True,True,True
1n5r,2.25,2003,Ki=2.2uM,5.66,True,True,True
6mqe,2.46,2019,Kd=0.0051nM,11.29,True,True,True
3b67,1.9,2008,Ki=1.4nM,8.85,True,True,True
6o5a,1.67,2019,Ki=514nM,6.29,True,True,True
1ghz,1.39,2002,Ki=16uM,4.8,True,True,True
3n4b,1.6,2011,Ki=96nM,7.02,True,True,True
5mo8,1.82,2017,Kd=1.64uM,5.79,True,True,True
2c97,2.0,2006,Kd=0.72uM,6.14,True,True,True
3t1a,2.4,2011,Ki=4.3nM,8.37,True,True,True
4hj2,2.1,2013,Kd=2.95mM,5.53,True,True,True
6gwe,2.3,2019,Ki=42nM,7.38,True,True,True
3ctt,2.1,2009,Ki=0.45uM,6.35,True,True,True
1wuq,2.0,2005,Ki=0.0054uM,8.27,True,True,True
1hi4,1.8,2001,Ki=32uM,4.49,True,True,True
6cq1,1.7,2019,Kd=219uM,3.66,True,True,True
4k3n,2.0,2013,Ki=11nM,7.96,True,True,True
4ewn,1.9,2012,Kd=0.2uM,6.7,True,True,True
2vl4,1.9,2008,Ki=975nM,6.01,True,True,True
4bi7,1.6,2013,Kd=26.4uM,4.58,True,True,True
2z94,1.78,2007,Ki=1.4uM,5.85,True,True,True
6ixd,1.0,2019,Ki=0.16nM,9.8,True,True,True
5edb,1.18,2016,Ki=0.1uM,7.0,True,True,True
6nyv,2.43,2019,Kd=312nM,6.51,True,True,True
5i3v,1.62,2016,Kd=16nM,7.8,True,True,True
5g1a,1.42,2017,Kd=0.27uM,6.57,True,True,True
6j0o,1.8,2019,Kd=11.9uM,4.92,True,True,True
3si4,1.27,2012,Ki=132.2uM,3.88,True,True,True
1c70,2.5,2000,Ki=0.05nM,10.3,True,True,True
5uk8,2.5,2017,Kd=0.4uM,6.4,True,True,True
6eux,2.05,2017,Kd=1.2uM,5.92,True,True,True
4g8n,2.3,2012,Kd=63nM,7.2,True,True,True
2xm1,2.0,2011,Kd=8.5uM,5.07,True,True,True
1epo,2.0,1994,Ki=11nM,7.96,True,True,True
5vb6,2.04,2017,Kd=0.43uM,6.37,True,True,True
1v0l,0.98,2004,Ki=0.028uM,7.55,True,True,True
5llp,1.48,2017,Kd=0.58nM,9.24,True,True,True
4z1k,1.35,2015,Ki=4.7nM,8.33,True,True,True
3sha,1.52,2012,Ki=2.6uM,5.59,True,True,True
2v2v,2.4,2007,Ki=85.8uM,4.07,True,True,True
6md6,1.68,2019,Kd=8uM,5.1,True,True,True
5sz3,1.69,2016,Ki=2.5nM,8.6,True,True,True
6fhk,1.66,2018,Kd=31.15nM,7.51,True,True,True
6eif,2.22,2018,Ki=104nM,6.98,True,True,True
4tjz,0.87,2015,Kd=1.07uM,5.97,True,True,True
1c5y,1.65,2000,Ki=63uM,4.2,True,True,True
1sld,2.5,1996,Kd=270nM,6.57,True,True,True
3nb5,1.8,2011,Ki=18nM,7.74,True,True,True
5ive,1.78,2016,Kd=0.027uM,7.57,True,True,True
6nzv,1.55,2019,Ki=0.067nM,10.17,True,True,True
5dnu,1.2,2016,Kd=77.6uM,4.11,True,True,True
3r4n,2.0,2011,Ki=0.13uM,6.89,True,True,True
6jao,1.77,2019,Kd=13.8uM,4.86,True,True,True
1d4k,1.85,2000,Ki=0.6nM,9.22,True,True,True
1bzj,2.25,1999,Ki=22uM,4.66,True,True,True
3ge7,1.5,2009,Ki=2nM,8.7,True,True,True
3tfu,1.94,2011,Ki=520uM,3.28,True,True,True
1bm7,2.0,1998,Kd=30nM,7.52,True,True,True
1rnt,1.9,1987,Kd=6.5uM,5.19,True,True,True
1b05,2.0,1998,Kd=75nM,7.12,True,True,True
5om2,1.47,2018,Kd=86.7uM,4.06,True,True,True
1ydt,2.3,1997,Ki=48nM,7.32,True,True,True
4x5r,1.65,2015,Kd=14nM,7.85,True,True,True
5eyr,1.57,2016,Kd=5uM,5.3,True,True,True
3a5y,1.9,2010,Kd=11nM,7.96,True,True,True
4qem,1.2,2014,Kd=16nM,7.8,True,True,True
3fhb,2.3,2009,Kd=2uM,5.7,True,True,True
5aan,1.6,2017,Kd=71uM,4.15,True,True,True
3d1y,1.05,2008,Ki=6nM,8.22,True,True,True
3imc,1.6,2009,Kd=1100uM,2.96,True,True,True
3ao5,1.8,2011,Kd=5.9mM,5.23,True,True,True
5d2r,1.9,2016,Ki=1.5uM,5.82,True,True,True
5lso,2.22,2016,Kd=1.4uM,5.85,True,True,True
5eqy,2.5,2016,Kd=10nM,8.0,True,True,True
5j27,1.7,2017,Kd=180nM,6.74,True,True,True
4ab9,1.2,2012,Kd=466uM,3.33,True,True,True
4n9c,1.75,2014,Kd=126uM,3.9,True,True,True
5f61,1.45,2017,Kd=35nM,7.46,True,True,True
4bcs,1.8,2013,Kd=103nM,6.99,True,True,True
5o9o,1.9,2018,Kd=13.00uM,4.89,True,True,True
3sw8,1.7,2011,Ki=31.72uM,4.5,True,True,True
4h7q,2.1,2013,Kd=8.8uM,5.06,True,True,True
1pfu,1.91,2004,Kd=1900uM,2.72,True,True,True
5ljt,1.0,2017,Ki=1.2nM,8.92,True,True,True
1gpn,2.35,2002,Ki=0.334uM,6.48,True,True,True
5d47,1.7,2016,Ki=0.10uM,7.0,True,True,True
2i80,2.19,2006,Ki=4uM,5.4,True,True,True
4pcs,1.77,2014,Ki=14nM,7.85,True,True,True
4mhz,1.95,2014,Ki=0.134uM,6.87,True,True,True
5op5,1.9,2017,Ki=0.216uM,6.67,True,True,True
6ssy,1.62,2019,Kd=649uM,3.19,True,True,True
1f8b,1.8,2001,Ki=4.0uM,5.4,True,True,True
5zae,1.73,2018,Ki=156nM,6.81,True,True,True
3d8z,1.98,2009,Ki=423uM,3.37,True,True,True
5cst,1.78,2015,Kd=110nM,6.96,True,True,True
2x7u,2.12,2010,Ki=5340nM,5.27,True,True,True
3gnw,2.39,2009,Kd=0.79nM,9.1,True,True,True
4arb,2.25,2012,Kd=1.3uM,5.89,True,True,True
2o4j,1.74,2007,Ki=0.08nM,10.1,True,True,True
6j1l,2.3,2019,Kd=380nM,6.42,True,True,True
3hkw,1.55,2010,Kd=2.3nM,8.64,True,True,True
2yk1,1.85,2011,Kd=7.4nM,8.13,True,True,True
2oxx,2.3,2007,Ki=0.20uM,6.7,True,True,True
5vgy,1.39,2017,Kd=65.5uM,4.18,True,True,True
6evr,1.5,2018,Ki=8.8nM,8.06,True,True,True
3lgs,2.2,2010,Kd=24.8uM,4.61,True,True,True
5d48,1.81,2016,Ki=0.03uM,7.52,True,True,True
1utl,1.7,2004,Kd=3.41mM,5.47,True,True,True
2f2h,1.95,2006,Ki=2uM,5.7,True,True,True
2y5g,1.29,2011,Ki=146nM,6.84,True,True,True
4ovf,2.05,2014,Ki=74uM,4.13,True,True,True
5lwd,1.23,2016,Kd=0.57uM,6.24,True,True,True
3f5k,1.8,2009,Ki=0.024mM,7.62,True,True,True
3ivc,2.13,2009,Kd=75uM,4.12,True,True,True
3iob,1.8,2009,Kd=380uM,3.42,True,True,True
1sb1,1.9,2004,Ki=0.128uM,6.89,True,True,True
5f2r,2.15,2016,Kd=52uM,4.28,True,True,True
6qqv,1.71,2019,Kd=12uM,4.92,True,True,True
3zll,2.0,2013,Kd=0.395uM,6.4,True,True,True
4g8v,1.7,2012,Ki=1.6uM,5.8,True,True,True
4ezx,1.7,2013,Kd=1.6uM,5.8,True,True,True
6pge,1.76,2019,Kd=240uM,3.62,True,True,True
1str,1.8,1996,Kd=17uM,4.77,True,True,True
2izl,1.48,1998,Kd=1uM,6.0,True,True,True
1sqo,1.84,2004,Ki=0.035uM,7.46,True,True,True
5cas,2.1,2015,Ki=1.4nM,8.85,True,True,True
2wyf,2.4,2010,Kd=37uM,4.43,True,True,True
6gj8,1.65,2019,Kd=1.36uM,5.87,True,True,True
5g1z,1.5,2017,Ki=4.74uM,5.32,True,True,True
5cp5,1.79,2016,Kd=1.234uM,5.91,True,True,True
3a1e,1.95,2009,Kd=2.2mM,5.66,True,True,True
3ldq,1.9,2011,Ki=4.32uM,5.36,True,True,True
5fsn,1.69,2016,Kd=1.7uM,5.77,True,True,True
2fxv,2.05,2006,Kd=4.5uM,5.35,True,True,True
5g60,1.99,2017,Kd=0.3uM,6.52,True,True,True
6maj,2.14,2019,Kd=0.034uM,7.47,True,True,True
1nny,2.4,2003,Ki=22nM,7.66,True,True,True
1nje,2.3,1996,Kd=160uM,3.8,True,True,True
5ia4,1.8,2016,Kd=52nM,7.28,True,True,True
2c3l,2.35,2005,Ki=8.58uM,5.07,True,True,True
1bjv,1.8,1998,Ki=2.9uM,5.54,True,True,True
6eq7,1.5,2018,Kd=0.1uM,7.0,True,True,True
3gjw,2.3,2010,Ki=5nM,8.3,True,True,True
1j16,1.6,2002,Ki=143uM,3.84,True,True,True
6hr2,1.76,2019,Ki=100nM,7.0,True,True,True
2r0z,2.1,2007,Kd=3.4uM,5.47,True,True,True
6nxz,1.75,2019,Ki=3.5uM,5.46,True,True,True
3tfp,2.0,2012,Ki=0.34uM,6.47,True,True,True
6fhq,1.95,2018,Kd=3.4mM,5.47,True,True,True
3bu1,1.4,2008,Kd=7.1nM,8.15,True,True,True
4loy,1.77,2014,Ki=8.1nM,8.09,True,True,True
6of5,2.3,2019,Ki=4.5uM,5.35,True,True,True
3fzn,1.62,2009,Kd=97uM,4.01,True,True,True
3el4,2.0,2009,Kd=67.4nM,7.17,True,True,True
1afk,1.7,1998,Ki=240nM,6.62,True,True,True
3zv7,2.26,2012,Ki=1.2uM,5.92,True,True,True
3c39,1.85,2008,Kd=109uM,3.96,True,True,True
5eei,1.32,2016,Ki=0.6nM,9.22,True,True,True
4ks4,2.5,2013,Ki=72nM,7.14,True,True,True
4azg,2.4,2013,Kd=79.05nM,7.1,True,True,True
2o8h,1.8,2007,Ki=25nM,7.6,True,True,True
5eu1,1.6,2016,Kd=15.4nM,7.81,True,True,True
3d6o,1.58,2009,Ki=77uM,4.11,True,True,True
2on6,2.5,2007,Ki=172nM,6.76,True,True,True
1wc1,1.93,2004,Ki=0.1mM,7.0,True,True,True
2aod,1.4,2006,Ki=2.17uM,5.66,True,True,True
1m2r,1.7,2003,Ki=0.35uM,6.46,True,True,True
3jyr,1.75,2010,Kd=2.9uM,5.54,True,True,True
4leq,1.41,2014,Kd=288nM,6.54,True,True,True
3kr8,2.1,2009,Kd=8nM,8.1,True,True,True
4tmk,1.98,1998,Kd=20nM,7.7,True,True,True
5j7q,2.05,2016,Ki=26.6uM,4.58,True,True,True
2wec,1.5,1998,Ki=110uM,3.96,True,True,True
2jkp,1.99,2008,Ki=59uM,4.23,True,True,True
4mpn,1.75,2014,Kd=239nM,6.62,True,True,True
3p9l,2.0,2011,Kd=5uM,5.3,True,True,True
2p95,2.2,2007,Ki=0.43nM,9.37,True,True,True
2ax9,1.65,2005,Ki=0.3nM,9.52,True,True,True
4bqh,1.75,2013,Kd=2.58uM,5.59,True,True,True
6fng,1.04,2018,Kd=73nM,7.14,True,True,True
5am6,1.96,2015,Kd=185nM,6.73,True,True,True
6faa,1.97,2018,Kd=179nM,6.75,True,True,True
3rv8,2.29,2012,Ki=12uM,4.92,True,True,True
